Name,Request Count,Failure Count,Average Response Time,Requests/s,Failures/s,Ramp_Speed,Users,Observation_Time,Failure_Rate
/product/9SIQT8TOJO,55,0,3021.6678484544072,0.9175246964377548,0.0,5.0,250,60,0.0
/product/L9ECAV7KIM,62,0,3109.771066838397,1.034300566893469,0.0,5.0,250,60,0.0
/product/LS4PSXUNUM,55,0,3795.56784449087,0.9175246964377548,0.0,5.0,250,60,0.0
/product/OLJCESPC7Z,52,0,2985.110142154064,0.8674778948138774,0.0,5.0,250,60,0.0
/setCurrency,84,0,6259.530498810428,1.401310445468571,0.0,5.0,250,60,0.0
Aggregated,1171,0,4259.642994924663,19.5349349005202,0.0,5.0,250,60,0.0
/,436,0,991.7711824357392,3.638425082148834,0.0,5.0,250,120,0.0
/cart,534,0,876.4355004022946,4.456236224466692,0.0,5.0,250,120,0.0
/cart,549,0,1172.7246345719905,4.581411399311262,0.0,5.0,250,120,0.0
/cart/checkout,156,0,858.1966258280796,1.301821818383528,0.0,5.0,250,120,0.0
/product/0PUK6V6EV0,301,0,908.8772728237049,2.511848508547705,0.0,5.0,250,120,0.0
/product/1YMWWN1N4O,262,0,861.1654273857707,2.186393053951823,0.0,5.0,250,120,0.0
/product/2ZYFJ3GM2N,267,0,886.06867480843,2.228118112233346,0.0,5.0,250,120,0.0
/product/66VCHSJNUP,283,0,930.7646060601254,2.3616382987342206,0.0,5.0,250,120,0.0
/product/6E92ZMYYFZ,248,0,893.7832893261657,2.069562890763557,0.0,5.0,250,120,0.0
/product/9SIQT8TOJO,273,0,849.96893310958,2.2781881821711742,0.0,5.0,250,120,0.0
/product/L9ECAV7KIM,283,0,938.7992941763116,2.3616382987342206,0.0,5.0,250,120,0.0
/product/LS4PSXUNUM,268,0,834.9070001980302,2.23646312388965,0.0,5.0,250,120,0.0
/product/OLJCESPC7Z,319,0,846.8115561312213,2.662058718361189,0.0,5.0,250,120,0.0
/setCurrency,386,0,1364.670519856902,3.2211744993336016,0.0,5.0,250,120,0.0
Aggregated,4565,0,967.6556778570158,38.094978211030806,0.0,5.0,250,120,0.0
/,345,4,11301.88922536196,1.9199738267834257,0.0222605661076339,5.0,250,180,1.1594202898550725
/cart,327,0,12094.868821397717,1.819801279299073,0.0,5.0,250,180,0.0
/cart,307,2,4929.556739273437,1.7084984487609034,0.0111302830538169,5.0,250,180,0.6514657980456027
/cart/checkout,78,3,3093.371853473983,0.4340810390988614,0.0166954245807254,5.0,250,180,3.8461538461538463
/product/0PUK6V6EV0,157,2,13146.239019878827,0.8737272197246313,0.0111302830538169,5.0,250,180,1.2738853503184715
/product/1YMWWN1N4O,163,1,7297.598024589087,0.9071180688860824,0.0055651415269084,5.0,250,180,0.6134969325153374
/product/2ZYFJ3GM2N,160,3,9188.088182987936,0.8904226443053568,0.0166954245807254,5.0,250,180,1.875
/product/66VCHSJNUP,174,1,8621.213936321694,0.9683346256820756,0.0055651415269084,5.0,250,180,0.5747126436781609
/product/6E92ZMYYFZ,158,2,11098.827318759944,0.8792923612515399,0.0111302830538169,5.0,250,180,1.2658227848101269
/product/9SIQT8TOJO,136,2,12671.346287123975,0.7568592476595533,0.0111302830538169,5.0,250,180,1.4705882352941175
/product/L9ECAV7KIM,139,0,13931.838323568203,0.7735546722402787,0.0,5.0,250,180,0.0
/product/LS4PSXUNUM,176,2,12026.196508459672,0.9794649087358924,0.0111302830538169,5.0,250,180,1.1363636363636365
/product/OLJCESPC7Z,118,2,8432.736709118788,0.6566867001752006,0.0111302830538169,5.0,250,180,1.694915254237288
/setCurrency,194,1,12793.31239248964,1.079637456220245,0.0055651415269084,5.0,250,180,0.5154639175257731
Aggregated,2632,25,10197.37979061501,14.64745249882312,0.139128538172712,5.0,250,180,0.9498480243161094
/,583,0,2002.661862299856,2.436666629119381,0.0,5.0,250,240,0.0
/cart,1163,0,1817.742064772999,4.860794664949983,0.0,5.0,250,240,0.0
/cart,1048,0,2176.791602825811,4.380148588880122,0.0,5.0,250,240,0.0
/cart/checkout,356,0,1419.395048952262,1.4879130702684382,0.0,5.0,250,240,0.0
/product/0PUK6V6EV0,465,0,1738.9668332039184,1.943481959760741,0.0,5.0,250,240,0.0
/product/1YMWWN1N4O,541,0,1700.6012517009913,2.261126323076475,0.0,5.0,250,240,0.0
/product/2ZYFJ3GM2N,592,0,1716.300092121536,2.474282408985718,0.0,5.0,250,240,0.0
/product/66VCHSJNUP,501,0,1660.2838581876165,2.0939450792260885,0.0,5.0,250,240,0.0
/product/6E92ZMYYFZ,481,0,1673.8478154049117,2.010354457300896,0.0,5.0,250,240,0.0
/product/9SIQT8TOJO,548,0,1773.41470761501,2.2903830407502928,0.0,5.0,250,240,0.0
/product/L9ECAV7KIM,518,0,1621.016080366767,2.164997107862503,0.0,5.0,250,240,0.0
/product/LS4PSXUNUM,546,0,1747.768758906654,2.282023978557773,0.0,5.0,250,240,0.0
/product/OLJCESPC7Z,532,0,1658.8049131505818,2.2235105432101383,0.0,5.0,250,240,0.0
/setCurrency,738,0,2604.2166718290337,3.084493949039628,0.0,5.0,250,240,0.0
Aggregated,8612,0,1860.192881435208,35.994121800988175,0.0,5.0,250,240,0.0
/,715,0,3078.5079447427606,2.39076654126435,0.0,5.0,250,300,0.0
/cart,1347,0,1628.3838503951858,4.504003539976335,0.0,5.0,250,300,0.0
/cart,1366,0,2174.4792796941456,4.5675343991148285,0.0,5.0,250,300,0.0
/cart/checkout,463,1,1450.1488753520912,1.5481467253222294,0.0033437294283417,5.0,250,300,0.2159827213822894
/product/0PUK6V6EV0,622,0,1506.1553629020052,2.0797997044285674,0.0,5.0,250,300,0.0
/product/1YMWWN1N4O,707,0,1491.0557966792665,2.3640167058376163,0.0,5.0,250,300,0.0
/product/2ZYFJ3GM2N,718,0,1547.4854039983006,2.4007977295493754,0.0,5.0,250,300,0.0
/product/66VCHSJNUP,675,0,1562.8679950633389,2.25701736413068,0.0,5.0,250,300,0.0
/product/6E92ZMYYFZ,685,0,1486.9725239226495,2.290454658414097,0.0,5.0,250,300,0.0
/product/9SIQT8TOJO,676,0,1446.8142480121076,2.260361093559022,0.0,5.0,250,300,0.0
/product/L9ECAV7KIM,678,0,1544.147687243521,2.2670485524157056,0.0,5.0,250,300,0.0
/product/LS4PSXUNUM,646,0,1473.2451352865949,2.160049210708769,0.0,5.0,250,300,0.0
/product/OLJCESPC7Z,663,0,1538.983835796111,2.216892610990579,0.0,5.0,250,300,0.0
/setCurrency,899,0,2715.6480569865453,3.006012756079232,0.0,5.0,250,300,0.0
Aggregated,10860,1,1809.423972310556,36.31290159179139,0.0033437294283417,5.0,250,300,0.009208103130755
/,443,0,8032.4393607650845,7.400895894455503,0.0,10.0,500,60,0.0
/cart,204,0,3773.6976436718383,3.408087499929848,0.0,10.0,500,60,0.0
/cart,175,0,4812.336991394737,2.923604472979036,0.0,10.0,500,60,0.0
/cart/checkout,55,0,3540.4127978352003,0.9188471200791256,0.0,10.0,500,60,0.0
/product/0PUK6V6EV0,104,0,3361.15467858592,1.7374563725132557,0.0,10.0,500,60,0.0
/product/1YMWWN1N4O,88,0,3121.522134136368,1.470155392126601,0.0,10.0,500,60,0.0
/product/2ZYFJ3GM2N,109,0,2995.414197770131,1.820987928884085,0.0,10.0,500,60,0.0
/product/66VCHSJNUP,105,0,3433.6545054282483,1.7541626837874216,0.0,10.0,500,60,0.0
/product/6E92ZMYYFZ,113,0,3468.3026744608314,1.8878131739807489,0.0,10.0,500,60,0.0
/product/9SIQT8TOJO,99,0,3176.1497588884945,1.653924816142426,0.0,10.0,500,60,0.0
/product/L9ECAV7KIM,86,0,3347.1967858483345,1.436742769578269,0.0,10.0,500,60,0.0
/product/LS4PSXUNUM,85,0,3144.978254212594,1.4200364583041032,0.0,10.0,500,60,0.0
/product/OLJCESPC7Z,79,0,3729.9109451899,1.3197985906591077,0.0,10.0,500,60,0.0
/setCurrency,89,0,9442.162174573055,1.486861703400767,0.0,10.0,500,60,0.0
Aggregated,1834,0,4947.071450517402,30.6393748768203,0.0,10.0,500,60,0.0
/,742,320,8853.169339380032,6.207322907364969,2.6770125746048383,10.0,500,120,326.53061224489795
/cart,754,412,2962.9188505344764,6.30771087891265,3.4466536898037297,10.0,500,120,316.9230769230769
/cart,715,454,3494.889232419436,5.981449971382686,3.7980115902206144,10.0,500,120,409.009009009009
/cart/checkout,248,179,2205.390155769853,2.07468474531875,1.4974539089195815,10.0,500,120,617.2413793103449
/product/0PUK6V6EV0,324,176,2735.6885827099222,2.710475231787399,1.472356916032661,10.0,500,120,298.3050847457627
/product/1YMWWN1N4O,324,180,2563.312243021138,2.710475231787399,1.5058195732152215,10.0,500,120,352.94117647058823
/product/2ZYFJ3GM2N,335,181,2679.992432065687,2.8024975390394404,1.5141852375108618,10.0,500,120,329.0909090909091
/product/66VCHSJNUP,384,211,2577.6780209707795,3.2124150895258063,1.7651551663800653,10.0,500,120,376.7857142857143
/product/6E92ZMYYFZ,373,209,2585.531544136698,3.1203927822737647,1.748423837788785,10.0,500,120,444.6808510638298
/product/9SIQT8TOJO,335,199,2401.733972256918,2.8024975390394404,1.664767194832384,10.0,500,120,331.6666666666667
/product/L9ECAV7KIM,348,185,2744.6668872663845,2.9112511748827616,1.5476478946934222,10.0,500,120,342.5925925925926
/product/LS4PSXUNUM,334,182,2712.213853104957,2.7941318747438,1.522550901806502,10.0,500,120,343.3962264150944
/product/OLJCESPC7Z,332,153,2961.869959892261,2.77740054615252,1.2799466372329384,10.0,500,120,306.0
/setCurrency,484,345,6759.168778828446,4.048981519089819,2.8861541819958414,10.0,500,120,370.96774193548384
Aggregated,6032,3386,3869.058899416012,50.4616870313012,28.326139305037447,10.0,500,120,357.9281183932347
/,956,661,5269.907070461382,5.332535817320762,3.6870357481684346,10.0,500,180,806.0975609756097
/cart,1333,1031,2541.3064449436324,7.435429126034075,5.750883292528981,10.0,500,180,963.5514018691588
/cart,1313,1066,3277.800937259998,7.3238697993118835,5.946112114292816,10.0,500,180,1034.9514563106795
/cart/checkout,434,410,1559.0850881772697,2.420837389871559,2.2869661978049294,10.0,500,180,1078.9473684210525
/product/0PUK6V6EV0,651,507,2066.4266789341727,3.631256084807339,2.828028932407559,10.0,500,180,1370.2702702702704
/product/1YMWWN1N4O,665,504,2193.59217931867,3.709347613512873,2.8112950333992304,10.0,500,180,1072.340425531915
/product/2ZYFJ3GM2N,620,455,2492.5830711790186,3.4583391283879417,2.5379746829298604,10.0,500,180,827.2727272727274
/product/66VCHSJNUP,637,468,2527.577079551772,3.553164556101805,2.610488245299285,10.0,500,180,1017.391304347826
/product/6E92ZMYYFZ,619,472,2314.551894770599,3.452761162051832,2.6328001106437235,10.0,500,180,813.7931034482758
/product/9SIQT8TOJO,662,478,2683.4336824061324,3.692613714504545,2.666267908660381,10.0,500,180,1111.6279069767445
/product/L9ECAV7KIM,602,430,2661.1774829833907,3.357935734337969,2.398525524527121,10.0,500,180,934.782608695652
/product/LS4PSXUNUM,674,504,2372.171912044839,3.7595493105378592,2.8112950333992304,10.0,500,180,1260.0
/product/OLJCESPC7Z,638,465,2525.108959656444,3.5587425224379143,2.5937543462909565,10.0,500,180,861.1111111111111
/setCurrency,891,791,5671.305959746367,4.969968005473639,4.412171371862681,10.0,500,180,1014.102564102564
Aggregated,10695,8242,3033.1561889561176,59.656349964692,45.97359854221519,10.0,500,180,988.2494004796164
/,1283,782,5825.402214151221,5.371143047736723,3.2737598311224607,10.0,500,240,868.8888888888888
/cart,2351,2107,1047.7043342435672,9.842211461597064,8.820731411988522,10.0,500,240,1423.6486486486483
/cart,2184,2047,1672.524373969377,9.143083722725644,8.569547793232324,10.0,500,240,1411.7241379310344
/cart/checkout,714,678,934.752546887762,2.9890850631987687,2.838374891945049,10.0,500,240,1832.4324324324325
/product/0PUK6V6EV0,1118,1001,1190.8098438632005,4.680388096157175,4.190580039582587,10.0,500,240,1494.0298507462687
/product/1YMWWN1N4O,1100,985,1219.303247415585,4.605033010530316,4.1235977412476,10.0,500,240,1563.4920634920634
/product/2ZYFJ3GM2N,1066,926,1293.8256958781126,4.462695626568469,3.8766005161373385,10.0,500,240,1187.1794871794873
/product/66VCHSJNUP,1053,918,1291.9887843122276,4.408272509171293,3.843109366969845,10.0,500,240,1370.1492537313434
/product/6E92ZMYYFZ,1056,927,1253.1098210768212,4.420831690109103,3.880786909783275,10.0,500,240,1471.428571428571
/product/9SIQT8TOJO,1073,939,1255.7414668082308,4.492000382090026,3.931023633534515,10.0,500,240,1304.1666666666663
/product/L9ECAV7KIM,1055,935,1253.49353079254,4.416645296463166,3.914278058950768,10.0,500,240,1214.2857142857142
/product/LS4PSXUNUM,1037,916,1305.4694901591893,4.3412902108363065,3.834736579677972,10.0,500,240,1477.4193548387095
/product/OLJCESPC7Z,1054,929,1247.397456493469,4.41245890281723,3.889159697075149,10.0,500,240,1161.25
/setCurrency,1487,1394,2358.2989479403327,6.2251673515078,5.835832742435691,10.0,500,240,1380.19801980198
Aggregated,17631,15484,1692.3623956115612,73.81030637150909,64.8221192136831,10.0,500,240,1346.4347826086955
/,1441,1441,4323.860672602536,4.832233000027679,4.832233000027679,10.0,500,300,778.918918918919
/cart,2719,2548,1597.622910053459,9.117863655152853,8.544434201298076,10.0,500,300,728.0
/cart,2711,2591,2700.88368088955,9.09103654620058,8.688629911916527,10.0,500,300,890.3780068728522
/cart/checkout,933,933,794.7875815512009,3.1287115815585183,3.1287115815585183,10.0,500,300,880.188679245283
/product/0PUK6V6EV0,1318,1243,1496.9599268730033,4.419766199886524,4.168262053458991,10.0,500,300,941.6666666666666
/product/1YMWWN1N4O,1297,1207,1679.8583146101194,4.349345038886814,4.047540063173774,10.0,500,300,887.5
/product/2ZYFJ3GM2N,1308,1219,1628.6145161316554,4.386232313696186,4.08778072660218,10.0,500,300,829.251700680272
/product/66VCHSJNUP,1288,1206,1577.1551501698675,4.31916454131551,4.044186674554741,10.0,500,300,730.909090909091
/product/6E92ZMYYFZ,1301,1224,1600.9601816947172,4.362758593362949,4.104547669697348,10.0,500,300,800.0
/product/9SIQT8TOJO,1362,1263,1648.887038745083,4.567315299124011,4.235329825839666,10.0,500,300,865.0684931506848
/product/L9ECAV7KIM,1272,1198,1522.3827913466926,4.26551032341097,4.017359565602471,10.0,500,300,758.2278481012659
/product/LS4PSXUNUM,1343,1260,1524.4271542637748,4.503600915362369,4.2252696599825645,10.0,500,300,893.6170212765957
/product/OLJCESPC7Z,1378,1279,1730.0960767467136,4.620969517028551,4.288984043744207,10.0,500,300,999.21875
/setCurrency,1830,1828,2749.795128042976,6.13670117283182,6.129994395593752,10.0,500,300,866.3507109004738
Aggregated,21501,20440,1985.034781280969,72.10120869784534,68.5432633730505,10.0,500,300,834.6263781135157
/,617,417,14872.960193670542,0.6620118057541325,0.3681152360735438,2.0,50,360,58.19887522383966
/cart,859,747,2694.836927574558,0.7344667115870428,0.6143546589325904,2.0,50,360,70.08181906639284
/cart/checkout,254,219,2984.8709135658405,0.20673715295227288,0.17461046080058806,2.0,50,360,67.40692276137895
/product/0PUK6V6EV0,364,320,2820.6039901636054,0.31033421753958995,0.2673987785873532,2.0,50,360,68.8226896997593
/product/1YMWWN1N4O,379,312,3587.448846793063,0.3384758298826902,0.2563247957738253,2.0,50,360,67.4419751398349
/product/2ZYFJ3GM2N,403,336,2948.8048948917117,0.3511747041198182,0.2779834956437604,2.0,50,360,65.99980259128442
/product/66VCHSJNUP,411,346,2920.285542799554,0.36541331141168026,0.2817185961737272,2.0,50,360,67.53480098652582
/product/6E92ZMYYFZ,399,333,2876.760317705028,0.3378222705357495,0.26853156094038205,2.0,50,360,67.60342089672466
/product/9SIQT8TOJO,396,341,3207.3015072804087,0.3364232433297057,0.2839239591584617,2.0,50,360,68.60980677381096
/product/L9ECAV7KIM,418,364,2368.1652799431354,0.3537613367725589,0.2947486504982428,2.0,50,360,71.09059439183015
/product/LS4PSXUNUM,349,303,2890.6711479975224,0.3061160424504895,0.24877421888796708,2.0,50,360,66.0523774591436
/product/OLJCESPC7Z,366,309,2386.2749442093127,0.3263677817956069,0.2555269338689736,2.0,50,360,65.43847924650014
/setCurrency,577,516,7408.083353899013,0.5022266251035999,0.4343762941401966,2.0,50,360,69.65627567073724
Aggregated,6614,5582,4730.39959382741,5.826567884742919,4.610641216460504,2.0,50,360,67.12971069143232
/,709,480,14660.513877458456,0.6525555867103117,0.3628570544589216,2.0,50,420,57.36755876175073
/cart,1038,902,2789.9081832675593,0.7603779909749707,0.6360285005917723,2.0,50,420,72.55423825870679
/cart/checkout,311,268,3127.612041085253,0.21662364224011518,0.18296060215446822,2.0,50,420,70.6304256987568
/product/0PUK6V6EV0,391,344,2597.0426098667226,0.2857370935659833,0.24620472219405506,2.0,50,420,63.3677957980706
/product/1YMWWN1N4O,403,331,3265.0658820346507,0.3080589943550727,0.2332903913455837,2.0,50,420,61.38136080823847
/product/2ZYFJ3GM2N,505,422,3168.0572939370895,0.3772855860217381,0.2986523938880958,2.0,50,420,70.90708386978753
/product/66VCHSJNUP,459,386,2793.4596806451395,0.3495436789448298,0.26948376388728845,2.0,50,420,64.60181404568992
/product/6E92ZMYYFZ,476,398,2943.385227336024,0.3456461334092953,0.27475067167776734,2.0,50,420,69.16909593064047
/product/9SIQT8TOJO,501,431,3474.446250097151,0.36444483737469324,0.30757274704969223,2.0,50,420,74.32450155498161
/product/L9ECAV7KIM,473,412,2297.6079341787436,0.34322133723446324,0.2859668806518021,2.0,50,420,68.97251433568604
/product/LS4PSXUNUM,445,387,3156.846254142493,0.3343034307490104,0.2716815302798244,2.0,50,420,72.13452851721003
/product/OLJCESPC7Z,428,361,2387.185759659801,0.3264923528635479,0.25562446574808445,2.0,50,420,65.46345640937854
/setCurrency,728,651,8005.627917715313,0.5427368050378624,0.4694135879737674,2.0,50,420,75.27483135840129
Aggregated,8007,6757,4908.210300875788,6.0455823960335495,4.78395033303387,2.0,50,420,69.65304536649279
/,801,542,14487.409705393311,0.6448505297451764,0.3585726159654874,2.0,50,480,56.69019070727071
/cart,1167,1015,2745.1139149806763,0.7481694975444515,0.6258165404045222,2.0,50,480,71.38932034728488
/cart/checkout,333,287,2925.702247618563,0.20263903216375573,0.171149182800573,2.0,50,480,66.07072504600193
/product/0PUK6V6EV0,485,427,2821.181022221146,0.3103977049318991,0.26745348235574123,2.0,50,480,68.83676927221308
/product/1YMWWN1N4O,463,380,3284.307517889876,0.3098744428652919,0.23466521467870352,2.0,50,480,61.74309249624788
/product/2ZYFJ3GM2N,519,433,2845.363403241334,0.338855803236629,0.26823207821584244,2.0,50,480,63.68458735256187
